assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
61786854,61786850,Pterospermum acerifolium,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Pterospermum,acerifolium,,,,(L.) Willd.,Least Concern,,3.1,Unknown,Global
61787059,61787032,Pterospermum javanicum,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Pterospermum,javanicum,,,,Jungh.,Least Concern,,3.1,Stable,Global
61788179,61788175,Thespesia populnea,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Thespesia,populnea,,,,(L.) Sol. ex Corrêa,Least Concern,,3.1,Stable,Global
61793525,61793521,Azadirachta indica,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Azadirachta,indica,,,,A.Juss.,Least Concern,,3.1,Stable,Global
61795742,125202132,Toona sinensis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Toona,sinensis,,,,(A.Juss.) M.Roem.,Least Concern,,3.1,Unknown,Global
61801958,61801956,Melia azedarach,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Melia,azedarach,,,,L.,Least Concern,,3.1,Stable,Global
61804595,61804593,Toona sureni,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Toona,sureni,,,,(Blume) Merr.,Least Concern,,3.1,Decreasing,Global
61890241,61890232,Moringa oleifera,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,MORINGACEAE,Moringa,oleifera,,,,Lam.,Least Concern,,3.1,Unknown,Global
61906021,61906009,Corymbia maculata,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Corymbia,maculata,,,,(Hook.) K.D.Hill &amp; L.A.S.Johnson,Least Concern,,3.1,Decreasing,Global
61906056,61906053,Eucalyptus alba,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Eucalyptus,alba,,,,Reinw. ex Blume,Least Concern,,3.1,Unknown,Global
61956472,61956399,Bischofia javanica,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Bischofia,javanica,,,,Blume,Least Concern,,3.1,Stable,Global
61959175,61958968,Zanthoxylum rhetsa,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Zanthoxylum,rhetsa,,,,DC.,Least Concern,,3.1,Stable,Global
61959807,61959792,Populus ciliata,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,ciliata,,,,Wall. ex Royle,Least Concern,,3.1,Unknown,Global
61960676,61960656,Salix viminalis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Salix,viminalis,,,,L.,Least Concern,,3.1,Unknown,Global
61961584,61961543,Harpullia arborea,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Harpullia,arborea,,,,(Blanco) Radlk.,Least Concern,,3.1,Unknown,Global
61964768,61964765,Mimusops elengi,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Mimusops,elengi,,,,L.,Least Concern,,3.1,Stable,Global
61965502,61965497,Palaquium obovatum,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Palaquium,obovatum,,,,(Griff.) Engl.,Least Concern,,3.1,Decreasing,Global
61966038,61966036,Payena lucida,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Payena,lucida,,,,A.DC.,Near Threatened,A2c,3.1,Decreasing,Global
61967374,61967372,Ulmus pumila,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ULMACEAE,Ulmus,pumila,,,,L.,Least Concern,,3.1,Decreasing,Global
61983516,61983514,Buchanania arborescens,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,ANACARDIACEAE,Buchanania,arborescens,,,,(Blume) Blume,Least Concern,,3.1,Unknown,Global
61983962,61983955,Lannea coromandelica,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,ANACARDIACEAE,Lannea,coromandelica,,,,(Houtt.) Merr.,Least Concern,,3.1,Unknown,Global
61984929,61984927,Wrightia arborea,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,APOCYNACEAE,Wrightia,arborea,,,,(Dennst.) Mabb.,Least Concern,,3.1,Unknown,Global
61986320,61986316,Bixa orellana,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,BIXACEAE,Bixa,orellana,,,,L.,Least Concern,,3.1,Stable,Global
61988013,61988008,Celtis philippensis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,CANNABACEAE,Celtis,philippensis,,,,Blanco,Least Concern,,3.1,Unknown,Global
61988136,61988133,Trema orientale,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,CANNABACEAE,Trema,orientale,,,,(L.) Blume,Least Concern,,3.1,Unknown,Global
61988973,61988928,Garcinia cowa,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CLUSIACEAE,Garcinia,cowa,,,,Roxb. ex DC.,Least Concern,,3.1,Stable,Global
61989649,61989645,Terminalia bellirica,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,COMBRETACEAE,Terminalia,bellirica,,,,(Gaertn.) Roxb.,Least Concern,,3.1,Decreasing,Global
61989855,61989853,Terminalia catappa,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,COMBRETACEAE,Terminalia,catappa,,,,L.,Least Concern,,3.1,Stable,Global
61990220,61990218,Terminalia chebula,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,COMBRETACEAE,Terminalia,chebula,,,,Retz.,Least Concern,,3.1,Unknown,Global
61990282,61990280,Terminalia procera,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,COMBRETACEAE,Terminalia,procera,,,,Roxb.,Least Concern,,3.1,Unknown,Global
61994579,61994577,Dillenia indica,PLANTAE,TRACHEOPHYTA,DILLENIALES,MAGNOLIOPSIDA,DILLENIACEAE,Dillenia,indica,,,,L.,Least Concern,,3.1,Stable,Global
62002628,62002626,Elaeagnus angustifolia,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ELAEAGNACEAE,Elaeagnus,angustifolia,,,,L.,Least Concern,,3.1,Unknown,Global
62003430,62003428,Endospermum peltatum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Endospermum,peltatum,,,,Merr.,Least Concern,,3.1,Unknown,Global
62003529,62003521,Hevea brasiliensis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Hevea,brasiliensis,,,,(Willd. ex A.Juss.) Müll.Arg.,Least Concern,,3.1,Decreasing,Global
62019666,62019664,Engelhardtia roxburghiana,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,JUGLANDACEAE,Engelhardtia,roxburghiana,,,,Lindl.,Least Concern,,3.1,Unknown,Global
62019866,62019863,Vitex glabrata,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Vitex,glabrata,,,,R.Br.,Least Concern,,3.1,Unknown,Global
62019907,62019905,Vitex quinata,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Vitex,quinata,,,,(Lour.) F.N.Williams,Least Concern,,3.1,Unknown,Global
62021917,62021915,Cynometra malaccensis,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Cynometra,malaccensis,,,,Meeuwen,Near Threatened,A2c,3.1,Decreasing,Global
62022263,62021950,Cynometra ramiflora,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Cynometra,ramiflora,,,,L.,Least Concern,,3.1,Unknown,Global
62022619,62022617,Dalbergia sissoo,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Dalbergia,sissoo,,,,Roxb. ex DC.,Least Concern,,3.1,Unknown,Global
62026180,62026178,Hardwickia binata,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Hardwickia,binata,,,,Roxb.,Least Concern,,3.1,Unknown,Global
62026261,62026259,Intsia palembanica,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Intsia,palembanica,,,,Miq.,Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
62026530,62026528,Myroxylon balsamum,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Myroxylon,balsamum,,,,(L.) Harms,Least Concern,,3.1,Decreasing,Global
62027910,62027907,Senna siamea,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Senna,siamea,,,,(Lam.) H.S.Irwin &amp; Barneby,Least Concern,,3.1,Decreasing,Global
62028412,62028410,Xylia xylocarpa,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Xylia,xylocarpa,,,,(Roxb.) Taub.,Least Concern,,3.1,Unknown,Global
62037628,62037625,Camellia sinensis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,sinensis,,,,(L.) Kuntze,Data Deficient,,3.1,Unknown,Global
62040376,62040372,Citrus latipes,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Citrus,latipes,,,,(Swingle) Yu.Tanaka,Near Threatened,"B2b(i,ii,iii)",3.1,Decreasing,Global
62041228,62041221,Citrus medica,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Citrus,medica,,,,L.,Least Concern,,3.1,Decreasing,Global
62051116,62051108,Camellia caudata,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,caudata,,,,Wall.,Least Concern,,3.1,Unknown,Global
62051169,62051166,Camellia confusa,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,confusa,,,,(Craib) Cohen-Stuart,Least Concern,,3.1,Unknown,Global
62052761,62052755,Camellia fluviatilis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,fluviatilis,,,,Hand.-Mazz.,Least Concern,,3.1,Unknown,Global
62054226,62054222,Camellia kissii,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,kissii,,,,Wall.,Least Concern,,3.1,Stable,Global
62058174,62058171,Camellia siangensis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,siangensis,,,,T.K.Paul &amp; M.P.Nayar,Data Deficient,,3.1,Unknown,Global
62077602,62077596,Gordonia obtusa,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Gordonia,obtusa,,,,Wall. ex Wight,Least Concern,,3.1,Stable,Global
62079840,62079837,Polyspora dipterosperma,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Polyspora,dipterosperma,,,,"(Kurz) Orel, Peter G.Wilson, Curry &amp; Luu",Data Deficient,,3.1,Unknown,Global
62082123,62082120,Pyrenaria diospyricarpa,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Pyrenaria,diospyricarpa,,,,Kurz,Least Concern,,3.1,Unknown,Global
62082309,62082263,Pyrenaria khasiana,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Pyrenaria,khasiana,,,,R.N.Paul,Data Deficient,,3.1,Unknown,Global
62083606,62083603,Pyrenaria barringtoniifolia,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Pyrenaria,barringtoniifolia,,,,Seem.,Data Deficient,,3.1,Unknown,Global
62084493,62084490,Schima khasiana,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Schima,khasiana,,,,Dyer,Least Concern,,3.1,Stable,Global
62085289,63077,Schima wallichii,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Schima,wallichii,,,,(DC.) Korth.,Least Concern,,3.1,Stable,Global
62754647,177006,Fimbristylis littoralis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,littoralis,,,,Gaudich.,Least Concern,,3.1,Stable,Global
63306122,164237,Nymphaea alba,PLANTAE,TRACHEOPHYTA,NYMPHAEALES,MAGNOLIOPSIDA,NYMPHAEACEAE,Nymphaea,alba,,,,L.,Least Concern,,3.1,Unknown,Global
63306495,164368,Osmunda regalis,PLANTAE,TRACHEOPHYTA,OSMUNDALES,POLYPODIOPSIDA,OSMUNDACEAE,Osmunda,regalis,,,,L.,Least Concern,,3.1,Unknown,Global
65904087,169008,Fimbristylis dichotoma,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,dichotoma,,,,(L.) Vahl,Least Concern,,3.1,Stable,Global
65905991,167871,Hydrilla verticillata,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Hydrilla,verticillata,,,,(L.f.) Royle,Least Concern,,3.1,Increasing,Global
65906631,177144,Fimbristylis ferruginea,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,ferruginea,,,,(L.) Vahl,Least Concern,,3.1,Stable,Global
65914179,164223,Juncus effusus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,effusus,,,,L.,Least Concern,,3.1,Stable,Global
65920094,164362,Utricularia gibba,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,gibba,,,,L.,Least Concern,,3.1,Stable,Global
65922179,177062,Fimbristylis complanata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Fimbristylis,complanata,,,,(Retz.) Link,Least Concern,,3.1,Stable,Global
65923458,177041,Rhynchospora corymbosa,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Rhynchospora,corymbosa,,,,(L.) Britton,Least Concern,,3.1,Stable,Global
65923896,65877906,Apodytes dimidiata,PLANTAE,TRACHEOPHYTA,METTENIUSALES,MAGNOLIOPSIDA,METTENIUSACEAE,Apodytes,dimidiata,,,,E.Mey. ex Arn.,Least Concern,,3.1,Decreasing,Global
65923957,164060,Cyperus laevigatus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,laevigatus,,,,L.,Least Concern,,3.1,Stable,Global
66902915,168994,Enydra fluctuans,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Enydra,fluctuans,,,,Lour.,Least Concern,,3.1,Stable,Global
66906647,168912,Cyperus alternifolius,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,alternifolius,,,,Kük. ,Least Concern,,3.1,Increasing,Global
67369790,67369777,Pleurozia gigantea,PLANTAE,MARCHANTIOPHYTA,PLEUROZIALES,JUNGERMANNIOPSIDA,PLEUROZIACEAE,Pleurozia,gigantea,,,,(F.Weber) Lindb.,Least Concern,,3.1,Decreasing,Global
67728960,64272624,Carex oederi,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,oederi,,,,Retz.,Least Concern,,3.1,Unknown,Global
67729406,64311344,Epilobium latifolium,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Epilobium,latifolium,,,,L.,Least Concern,,3.1,Unknown,Global
67729541,64313537,Galium triflorum,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Galium,triflorum,,,,Michx.,Least Concern,,3.1,Unknown,Global
67729676,64314219,Heliotropium curassavicum,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,HELIOTROPIACEAE,Heliotropium,curassavicum,,,,L.,Least Concern,,3.1,Unknown,Global
67729756,64315086,Iris versicolor,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,IRIDACEAE,Iris,versicolor,,,,L.,Least Concern,,3.1,Unknown,Global
67729932,64316823,Koenigia islandica,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Koenigia,islandica,,,,L.,Least Concern,,3.1,Unknown,Global
67730082,64317970,Mentha arvensis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Mentha,arvensis,,,,L.,Least Concern,,3.1,Unknown,Global
67730342,64320302,Persicaria sagittata,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Persicaria,sagittata,,,,(L.) H.Gross,Least Concern,,3.1,Unknown,Global
67730442,64321343,Poa palustris,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Poa,palustris,,,,L.,Least Concern,,3.1,Unknown,Global
67730477,64321477,Polygonum punctatum,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Polygonum,punctatum,,,,Ell.,Least Concern,,3.1,Unknown,Global
67731187,64326215,Utricularia subulata,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,subulata,,,,L.,Least Concern,,3.1,Unknown,Global
67735735,31389,Mangifera indica,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,ANACARDIACEAE,Mangifera,indica,,,,L.,Data Deficient,,3.1,Unknown,Global
67739216,33199,Cordia subcordata,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,CORDIACEAE,Cordia,subcordata,,,,Lam.,Least Concern,,3.1,Decreasing,Global
67741197,32354,Gmelina arborea,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Gmelina,arborea,,,,Roxb. ex Sm.,Least Concern,,3.1,Unknown,Global
67770327,164082,Adiantum capillus-veneris,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,PTERIDACEAE,Adiantum,capillus-veneris,,,,L.,Least Concern,,3.1,Stable,Global
67773499,176904,Bacopa floribunda,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Bacopa,floribunda,,,,(R.Br.) Wettst. ,Least Concern,,3.1,Stable,Global
67773905,164272,Brachiaria mutica,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Brachiaria,mutica,,,,(Forssk.) Stapf,Least Concern,,3.1,Stable,Global
67775081,33196,Calophyllum inophyllum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CALOPHYLLACEAE,Calophyllum,inophyllum,,,,L.,Least Concern,,3.1,Stable,Global
67776407,177028,Commelina diffusa,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,COMMELINACEAE,Commelina,diffusa,,,,Burm.f.,Least Concern,,3.1,Stable,Global
67777757,32098,Dalbergia latifolia,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Dalbergia,latifolia,,,,Roxb.,Vulnerable,A1cd,3.1,Decreasing,Global
67786872,169056,Ludwigia octovalvis,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Ludwigia,octovalvis,,,,(Jacq.) P.H.Raven,Least Concern,,3.1,Unknown,Global
67787729,177025,Ludwigia perennis,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Ludwigia,perennis,,,,L.,Least Concern,,3.1,Stable,Global
67788915,164296,Najas graminea,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Najas,graminea,,,,Delile,Least Concern,,3.1,Unknown,Global
67789742,164053,Phyla nodiflora,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,VERBENACEAE,Phyla,nodiflora,,,,(L.) Greene,Least Concern,,3.1,Stable,Global
67791533,164227,Potamogeton nodosus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,nodosus,,,,Poir.,Least Concern,,3.1,Unknown,Global
67802958,33261,Pterocarpus dalbergioides,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Pterocarpus,dalbergioides,,,,Roxb. ex DC.,Vulnerable,A2d,3.1,Decreasing,Global
67802995,34620,Pterocarpus marsupium,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Pterocarpus,marsupium,,,,Roxb.,Near Threatened,C1,3.1,Decreasing,Global
68072265,63032,Shorea assamica,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Shorea,assamica,,,,Dyer,Least Concern,,3.1,Decreasing,Global
68080376,34363,Aglaia spectabilis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Aglaia,spectabilis,,,,(Miq.) Jain &amp; Bennet,Least Concern,,3.1,Unknown,Global
68080787,32651,Chukrasia tabularis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Chukrasia,tabularis,,,,A. Juss.,Least Concern,,3.1,Decreasing,Global
68080878,33719,Dysoxylum alliaceum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Dysoxylum,alliaceum,,,,(Blume) Blume,Least Concern,,3.1,Decreasing,Global
68085123,33226,Gonystylus macrophyllus,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,THYMELAEACEAE,Gonystylus,macrophyllus,,,,(Miq.) Airy Shaw,Least Concern,,3.1,Decreasing,Global
68105144,31332,Toona ciliata,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Toona,ciliata,,,,M.Roem.,Least Concern,,3.1,Stable,Global
68112072,68112038,Carissa spinarum,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,APOCYNACEAE,Carissa,spinarum,,,,L.,Least Concern,,3.1,Stable,Global
68121996,66295794,Premna serratifolia,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Premna,serratifolia,,,,L.,Least Concern,,3.1,Stable,Global
68135880,33951,Platanus orientalis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PLATANACEAE,Platanus,orientalis,,,,L.,Data Deficient,,3.1,Decreasing,Global
68136029,38017,Madhuca neriifolia,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Madhuca,neriifolia,,,,(Moon) H.J.Lam,Least Concern,,3.1,Stable,Global
68149955,68149952,Ipomoea littoralis,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,CONVOLVULACEAE,Ipomoea,littoralis,,,,Blume,Least Concern,,3.1,Stable,Global
68150116,68150109,Cyperus intactus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,intactus,,,,Vahl,Least Concern,,3.1,Increasing,Global
68276727,177243,Lipocarpha chinensis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Lipocarpha,chinensis,,,,(Osbeck) J.Kern,Least Concern,,3.1,Stable,Global
69322344,69322338,Cyphostemma auriculatum,PLANTAE,TRACHEOPHYTA,VITALES,MAGNOLIOPSIDA,VITACEAE,Cyphostemma,auriculatum,,,,(Roxb.) P.Singh &amp; B.V.Shetty,Data Deficient,,3.1,Unknown,Global
69585026,167828,Callitriche hermaphroditica,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Callitriche,hermaphroditica,,,,L.,Least Concern,,3.1,Decreasing,Global
69585303,164452,Callitriche palustris,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Callitriche,palustris,,,,L.,Least Concern,,3.1,Stable,Global
69586141,163994,Carex echinata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,echinata,,,,Murray,Least Concern,,3.1,Stable,Global
69727184,69726391,Crinum malabaricum,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,AMARYLLIDACEAE,Crinum,malabaricum,,,,Lekhak &amp; S.R.Yadav,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
71784999,71784973,Sorghum arundinaceum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Sorghum,arundinaceum,,,,(Desv.) Stapf,Least Concern,,3.1,Unknown,Global
72010424,72010421,Zeuxine rolfiana,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Zeuxine,rolfiana,,,,King &amp; Pantl.,Critically Endangered,"B1ab(iii,v)+2ab(iii,v); C2a(i,ii); D",3.1,Unknown,Global
72610284,67819087,Asplenium formosum,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,ASPLENIACEAE,Asplenium,formosum,,,,Willd.,Least Concern,,3.1,Unknown,Global
78457087,18775218,Lonicera caerulea,PLANTAE,TRACHEOPHYTA,DIPSACALES,MAGNOLIOPSIDA,CAPRIFOLIACEAE,Lonicera,caerulea,,,,L.,Least Concern,,3.1,Unknown,Global
78457142,164496,Potamogeton polygonifolius,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,polygonifolius,,,,Pourr.,Least Concern,,3.1,Unknown,Global
78457152,203256,Prunella vulgaris,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Prunella,vulgaris,,,,L.,Least Concern,,3.1,Unknown,Global
78917485,78917469,Quercus floribunda,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,floribunda,,,,Lindl. ex A.Camus,Least Concern,,3.1,Unknown,Global
78917935,78917932,Quercus gambleana,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,gambleana,,,,A.Camus,Least Concern,,3.1,Stable,Global
